"scale","tscale","iter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.5,8,1,-0.159120709476611,-0.255961605420657,-0.348126405279792,-0.150853234163543,-0.364186771914627,-0.0813794619012273,-0.0861300498259115,-0.59527174184972,0.322818139918989,0.292814725416177,0.327562328028186,0.276946714500552,-0.00280910698150731,-0.112078710934375,0.163471542168621,-0.0629238306598091,-0.138723198658279,-0.16841892339641,0.110298647524809,-0.0923695895739049,0.171185905350439,0.211681067123061,-0.0180726536013885,0.210618183117781,357,0.025535779905435,294,0.135256506622196,338,0.0442144153814755,294,0.0865401473541913,357,0.0457841299418486,294,0.371217291797863,357,0.0799015615153351,294,0.0441612804260594
0.5,9,1,-0.223087283641489,-0.131410600653183,-0.203277755245656,-0.151219617015067,-0.252712690669705,-0.108583492407094,-0.167119710752919,-0.196271295693752,0.283819360265024,0.262368863034646,0.284315311435059,0.24167733498061,-0.00249698398356205,-0.0742433831762308,0.203873765091449,-0.217044535642719,-0.0838038747266426,-0.148173118337661,0.0980432422442749,-0.0376348391626919,0.139828998845556,0.187007136408753,-0.0264079613196799,0.187216162771361,408,0.0262643723493537,336,0.131428704957649,386,0.0472321762961905,336,0.0577833249585228,408,0.0370037961732292,336,0.500357153679848,408,0.0744870384537919,336,0.044056258332509
0.5,10,1,-0.171479842809193,-0.0771399377459693,-0.185547528361416,-0.171765149707433,-0.242394594999831,-0.0163151640686235,-0.102715332468596,-0.0684636490892037,0.260047133562007,0.235548203911613,0.259717395165908,0.225288542444177,0.0163629423781802,-0.0626805232423223,0.243238768631914,-0.37992275112828,-0.0954031059857002,-0.159866581545219,0.022314355131421,-0.0381500827669436,0.123933994816323,0.170780775806238,-0.00194180858571015,0.167764616246063,459,0.0266161171630322,378,0.139076037664129,435,0.0480008720428522,378,0.0419764444528237,459,0.0428514460820088,378,0.614426218509503,459,0.0793968378626567,378,0.0531508775717563
0.5,11,1,-0.155890766190175,-0.127009570656737,-0.210455237544782,-0.129997220420232,-0.264863106847002,0.00839757455736501,-0.136734308797843,-0.046698062977127,0.235420539478184,0.209661995897761,0.2355013326881,0.203053838318827,0.024109928781793,-0.0516156091671846,0.1788264347149,-0.256218023479189,-0.0858601462582592,-0.163216009972568,0.0140136981661144,-0.0252528183153699,0.116448531405642,0.152625465559655,-0.0172766911716241,0.150151879641579,510,0.0260488117390405,421,0.133970136406143,483,0.0485328906193007,421,0.0391058255131043,510,0.0485991802944889,421,0.510403921649672,510,0.0817730124575904,421,0.0733427613364779
0.5,12,1,-0.199349770973644,-0.0713582351038483,-0.0739909381127048,-0.0982212496951372,-0.162159179087943,-0.00460522322292079,-0.140533246130852,-0.0915510240556758,0.216917182601938,0.194015053348584,0.216553982606449,0.189577796805295,-0.00809697903780397,-0.012645569376322,0.0916290731874156,-0.0976788643928549,-0.105640718226004,-0.0840747491121733,0.0337887590090137,-0.0317917356391196,0.106435272172127,0.143997477612727,-0.00161817382142513,0.136057897883197,561,0.0274160999678022,463,0.136758167059825,532,0.0498256074858398,463,0.0556510797772458,561,0.0435308166189956,463,0.570500644619286,561,0.0826954222083936,463,0.0725417049361846
0.5,13,1,-0.119528312406099,-0.0774029975797765,-0.196047881859547,-0.36632107190752,-0.0688529634018117,-0.0668490651556623,-0.174937355267104,-0.0885581555502717,0.202863396041046,0.185226585280913,0.199782611666083,0.172312672000978,-0.0116680451793896,-0.00758188977350417,0.0998738444243737,-0.0989939913312836,-0.0916694393641632,-0.121612787565599,0.00615713135950282,-0.0180308235260649,0.0878536462006037,0.129466479052213,-0.00615713135950281,0.127771175478815,612,0.02757764026988,505,0.156361334774607,580,0.0474247542643755,505,0.0776201756134735,612,0.0395332373321709,505,0.63779032254978,612,0.0902875784813489,505,0.0727094153958688
0.5,14,1,-0.0614800629085246,-0.0429124186020664,-0.0758746174640882,-0.175684917271694,-0.0839858519542314,-0.0910359253665553,-0.342851018770043,-0.0784723063334365,0.189198424341849,0.173488354834518,0.186661995338025,0.155854078943245,-0.00492806224906795,-0.049253112361189,0.0915510240556758,-0.0683041423058015,-0.0603451262780007,-0.0692897968592725,0.00571733626239548,-0.0103035434888962,0.0824844685810832,0.11794629874958,-0.0119324346187976,0.115795282299807,663,0.0252471635300955,547,0.161760033826559,628,0.0443279071883653,547,0.0829103108772822,663,0.0452672466373931,547,0.70125118903201,663,0.082034274207791,547,0.0979398009563837
0.5,15,1,-0.084187553623258,-0.044093232149691,-0.0116627632997555,-0.055356553471562,-0.0951410903760097,-0.0651500954442562,-0.160134599332149,-0.15181781900065,0.176706005508587,0.158651648779012,0.17574829776873,0.142313614690326,0.00337015194418876,-0.0504322037154504,0.0963663821919514,-0.0295661669131602,-0.0518760262262225,-0.0484118470824285,0.0404090535713544,-0.0165768485697364,0.0797293755085781,0.113989489784011,-0.0126695735258577,0.108973910052043,714,0.026828840093883,589,0.15963341119962,677,0.039848929200063,589,0.107632747222696,714,0.0381073392940268,589,0.753919960900952,714,0.0715589574562577,589,0.100571524076706
0.5,16,1,-0.0412147577011021,-0.171302501495325,-0.0395780649361798,-0.0192391649090155,-0.0930303313760274,-0.0460693939988164,-0.0917318595378374,-0.0990075065281132,0.166112874304005,0.151118496219065,0.163283873867962,0.132516471012506,0.0165755760374826,-0.089647672760057,0.0605212757419432,-0.0152424656120867,-0.054995192981455,-0.0387544500151175,0.0529561162742002,-0.0280827140005123,0.0759938359494506,0.109720658183225,-0.00903632680069423,0.102757716901374,765,0.0310621819659999,631,0.0724875473324672,725,0.0436270524808312,631,0.176903305585355,765,0.039871280389063,631,0.741069221666962,765,0.0820776187027186,631,0.17445042532089
0.5,17,1,-0.0708219296662315,-0.113524106335816,-0.0471596212418474,-0.21550362624292,-0.0946728183784765,-0.0347657462049156,-0.0624849790880726,-0.0631349694519894,0.156129679082069,0.141512994919398,0.152557636536408,0.122874510714083,0.0147589894675579,-0.0635719249363138,-0.0121547704529303,-0.0166305460652736,-0.0572617144537708,-0.0162888220864629,0.0538994548161268,-0.0333592035096812,0.0774883229195847,0.105287356143159,0.00112048205709967,0.0927978061119795,816,0.0274957295381234,673,0.077947748831375,773,0.0423981986828163,673,0.192962053561587,816,0.0487821797218633,673,0.781990669425599,816,0.0855086157388019,673,0.174577735973943
0.5,18,1,-0.044893174846329,-0.0826709475238796,-0.0290693413202527,-0.00342742050029667,-0.10383050599551,-0.0142185207854,-0.122068032074234,-0.042954993790749,0.149618030604752,0.13408254383486,0.142072447793533,0.118094625527551,0.00731543466528888,-0.0725849662583904,4.25007251614318e-17,-0.0208917346056595,-0.0580302815221019,-0.0344484000134378,0.0527266974831748,-0.0224222874816723,0.078478426079848,0.103458297054589,0.00886834142177132,0.0842813662390603,867,0.0238929657201912,715,0.13760299650161,822,0.0444079987710511,715,0.172516631334902,867,0.0482827598382608,715,0.813693718832111,867,0.0753216134083065,715,0.172060198955676
0.5,19,1,-0.11416072107208,-0.0514342858770443,0.00670207486192639,0.000447931035153083,-0.0738729399068396,-0.0723999511580602,-0.070219913683204,-0.0480013859519841,0.142648779470516,0.125968201454586,0.137578597944844,0.120708032075304,0.00321369772427613,-0.101849371161758,0.023850888712245,-0.0164669642779126,-0.0467837767203179,-0.024775047983661,0.01174439743759,-0.0236486012635893,0.07331257388624,0.0930059827379593,0.0199731379844686,0.0826017146221264,918,0.0248911040886647,757,0.16383511739116,870,0.0460592638785134,757,0.183765676115122,918,0.0513049717097743,757,0.829272736888823,918,0.0749504085142125,757,0.132859267450353
0.5,20,1,-0.0713558177820073,-0.206356719252255,-0.0117783035656384,0.0273046881301724,-0.0526956054875101,-0.102384642168263,-0.0251314428280906,-0.0333914686287828,0.134015939399834,0.120118728180121,0.129302518322021,0.115731671575511,0.01354374770677,-0.0443909528896421,-0.0995421927348919,-0.0296887353373371,-0.0930376170357503,-0.0193787771678695,-0.0202732554054082,-0.0151359974908161,0.0698122345986529,0.0894003559804752,0.0215391458046227,0.0732036031081287,970,0.0326868153762753,800,0.181470962221909,919,0.0423663661501563,800,0.232872974702692,970,0.0424531183193569,800,0.853607279422117,970,0.0687554542304114,800,0.0529602405149394
0.5,21,1,-0.0530000488628671,-0.0508030281120728,-0.0170125241090613,-0.0434298253851285,-0.0413095508430821,-0.0237313740476601,-0.0232911970188138,-0.0181022523868512,0.126619218752268,0.113104420103813,0.125904552916945,0.106206675529558,0.0124935364032139,-0.0787488377445341,0.0406942046438675,-0.0394672878911,NA,-0.00526613142963603,0.0165860330603912,-0.00896712374469415,0.0595645900107041,0.0853218794870502,0.0161531296460459,0.0728516800348641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,22,1,-0.0772295486874449,-0.01954346036893,-0.018150511024263,-0.0802928027838075,-0.113210787477136,-0.0912214022202273,-0.0528330955933735,-0.0720054592931732,0.121270009262002,0.111669807855514,0.119374807567321,0.0995667179487882,0.0148106290189162,-0.05478076810867,0.0626381484247684,-0.0228813929672033,NA,-0.0121559650688785,-0.0630133800509041,-0.00980493512848598,0.0556261559828235,0.0838474208367068,0.0217987763755403,0.0710586958999236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,23,1,-0.0630962568356177,-0.0406646622854265,-0.0441619403853192,0.00962750812654697,-0.143173208566171,-0.060743707705396,NA,-0.0425210565599781,0.116126148439166,0.105696125286212,0.11455673999464,0.0931237872985768,0.013581508045311,-0.154111998456848,0.0548895004732565,-0.0229735629340822,-0.167893338300187,-0.00342782876990332,0.0243311212145836,-0.0232496163114152,0.0571184203602198,0.0787891054317871,0.0208510034896472,0.0690275340203151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,24,1,NA,-0.0600648766581225,-0.0702666230654262,-0.0100160565728632,-0.113434955773096,-0.0471417546454625,NA,-0.0168943795045069,0.111188881156175,0.101382503326267,0.107627627510862,0.0908435933667417,0.0178101672844558,-0.138393017216387,0.0648689252563703,-0.0225471238858883,-0.128755132897453,-0.00296074671940506,0.030582048961675,-0.0128243021572028,0.0550361064915598,0.076188679875631,0.0174251722452331,0.066814091262788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,25,1,NA,-0.0624874011033422,-0.175777966186898,0.00134466443195939,-0.0585393599924408,-0.0729819716820419,0.0642056185461322,-0.0650671887547443,0.105194305308673,0.0986485806710339,0.104762266516344,0.0894733486172506,0.0158215787323278,-0.0876012120680877,0.0637537855997143,-0.0394326717809106,-0.0598837257016144,-0.0114591770594408,0.035295567207939,-0.0148252462173013,0.0551842149187638,0.0724125150849521,0.0162186043243266,0.0629402361283215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,26,1,-0.0893483786574647,-0.15873593788635,-0.0713644339851601,0.00285030662129699,-0.121149344360817,-0.200990256681277,0.0424540055389817,-0.0422543187949273,0.102521727143659,0.095691858320208,0.0998345360242677,0.0835249129056373,0.0159728152709395,-0.147394539883049,0.0501655335135807,-0.0163923464072055,-0.0527907347486777,-0.0223304765103112,0.0377242020389126,0.00609253866913064,0.0540806534006181,0.0692722769683407,0.0108793379236858,0.06075326728017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,27,1,-0.0712582237635913,-0.0425262677706475,-0.029693094855978,-0.0636167221138642,-0.0672178476536633,-0.090857701906423,0.0712844350444889,-0.0468765323456028,0.098812600139409,0.0909117454800377,0.0950826516682964,0.0765220481380349,0.0102410656242095,-0.0649191294547944,0.0461071803975355,-0.0121591404298508,-0.0564490897125125,-0.00887120160734258,0.0326810807480916,0.00454614166661158,0.0510964952951516,0.0658727473633045,0.00530003124595086,0.0590232335706466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,28,1,-0.140930263135522,-0.0133470146354851,-0.0419847617787228,-0.0784723063334364,-0.0854356161315619,-0.0576724557524635,0.0530922352931773,-0.0630872021872774,0.095892658028653,0.0883401876534948,0.0907241351805527,0.0784121306061179,0.0107669783780042,-0.0818504641432905,0.0377242020389126,-0.0132368269797333,-0.121887890783276,-0.0093830478742112,0.0232352702193268,0.00130836189927787,0.0449450353432145,0.0640582277558524,0.0121148472345344,0.0558318324927971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,29,1,-0.0403077190196236,-0.000749654711600191,-0.0306169399087054,-0.0396984835225356,-0.0472171305086662,-0.0228068442153574,0.0215052297038669,-0.0378831823678659,0.0932432283247491,0.0850418798888223,0.0886037460646916,0.075650065270951,0.00884999873117422,-0.0383847586093272,0.051344235597033,-0.0141104631109921,-0.151310218231087,-0.0129997735871329,4.30689966449414e-18,-0.00380510541961604,0.0412393321596094,0.0606024274396353,0.0126291170674097,0.0523866489945302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,30,1,-0.0299790130754719,0.00275070078960012,-0.0627381176898775,-0.0442728910104203,-0.0293733137354295,-0.0727074745329926,0.0652227028936129,-0.0263960673748545,0.0898478451639283,0.0833406961587014,0.0858769604398373,0.0736867567760799,0.00977407509424655,-0.0401725632796914,0.0619500376924324,-0.01576643893647,-0.0480191381540764,-0.00605332652218484,0.0153177443126147,-0.0136401143406257,0.0418221972880485,0.0552564295978919,0.0204368157628803,0.0503530692599156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,31,1,-0.0375278763286151,-0.016076092096802,-0.0267620112654349,-0.0684876324252418,-0.0314558461902287,-0.0472434373554722,0.0564377198708179,NA,0.0872459851684144,0.081106633052993,0.0815134212214691,0.0718412109834161,0.00163071868267198,-0.0509989109146061,0.0478032538317204,-0.00666102960392798,-0.087145906006648,-0.00449098621602205,0.00719817907465193,-0.00521423714698115,0.0355821576043863,0.0544268032378587,0.0217331966033175,0.0485186257024605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,32,1,-0.0312422718705657,-0.0152983820412096,-0.0526999672990697,-0.14881793546243,-0.061441026761651,-0.0521999566319934,0.0274529126871598,NA,0.0840877623333657,0.0770692036492452,0.0781140291101626,0.070798244416053,-0.00093992047616493,-0.0261414301064154,0.0401324268108646,-0.0134978650405102,-0.064843657624769,-0.0044805807139171,0.00481720874460183,-0.001676647296635,0.034052614310119,0.053049132942761,0.018501595740268,0.0497385402437686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,33,1,-0.0681803041649161,-0.0263344802128367,-0.103443027323052,-0.0228739621080389,-0.0154795643565452,-0.0497644768259725,0.000879224639342551,-0.0421967256015001,0.0816273561422445,0.075206529006616,0.077307438099769,0.0668365713966371,0.00635516760551725,-0.0122321721548186,0.0496917755144242,-0.0181986179918824,-0.0320752722219685,0.000434459489285065,-0.0542957414917592,-0.00768026972150117,0.0323335439167509,0.0542389410434456,0.0106915568067498,0.0459716543122147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,34,1,-0.0473672633861493,-0.0410913316830619,-0.0495999692226538,-0.00707015758084457,-0.0343113315368916,-0.0398395783178033,0.0196697301929324,-0.0817634785405213,0.0788673455387598,0.071308085605973,0.0750563929432636,0.0638211507837045,0.00829738315889193,-0.0155960972170758,0.0458230333997946,-0.0229059595628953,-0.0824517784157192,-0.00231882534434635,-0.00255915814675381,-0.00860792982243588,0.0317845467053365,0.0508226391574331,0.0103770992536101,0.0456145428476909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,35,1,-0.0539835028512056,-0.014238824428596,-0.0638561401519733,-0.0848689847305629,-0.0360803801242534,-0.0166101649877666,0.0349830795433874,-0.0404696202374126,0.0774216612413533,0.0691455355025006,0.0717648654873585,0.0609915491529967,0.00204168468520414,-0.00645299441913102,0.040719234748518,-0.0334898963632645,-0.0659343450713607,-0.00137338294402921,-0.0250133924958257,-0.0143825898650992,0.0328734865028234,0.0504889620577493,0.00849290067051233,0.0439526283071534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,36,1,-0.0715306811832627,-0.0681432764298172,-0.0374979643596949,-0.0937744326021629,-0.033180390565872,-0.0463999614506608,0.0198809229943744,-0.124290271345023,0.0740929696663529,0.0682426603561473,0.0699493177237447,0.0569074967503634,0.00506448768872096,-0.00456755533453277,0.0518702527135694,-0.0393499919615339,-0.030613336897527,-0.00565229185875147,-0.049771096367446,-0.0209640298210939,0.0339937619895032,0.0493518011945992,0.0101734554154134,0.0420209511333879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,37,1,-0.0556152955556923,-0.092810464986085,-0.0614644761749283,-0.0113072571065965,-0.0287065569969383,-0.0646630629637023,0.0329840464266224,-0.0276506482202657,0.0719295813367949,0.0667110475237557,0.068887193716251,0.0541272364175256,-1.21899487501073e-18,-0.00298888540600963,0.0527379054428095,-0.0359001919856633,-0.0564332197683643,-0.00320772892581015,-0.029692224018057,-0.0235807597085341,0.0333911208482515,0.0492729307951561,0.0087952000117467,0.0421398939906274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,38,1,-0.0687389659624925,-0.0145504694539815,-0.0372506315640744,-0.0113536998555638,-0.045975244481846,-0.0268698435347957,0.0339581968938,-0.046136663007479,0.070083788216563,0.0650379452687105,0.066309745650648,0.0565044997136846,0.00598889864163356,-0.0100597497665183,0.0519945049139331,-0.0567631520006766,-0.0604398163154139,0.000656756104575462,-0.0471515649796856,-0.0249104231939338,0.0338060712458787,0.0473479523797275,0.00856374737985862,0.0411932261202336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,39,1,-0.0657308962224576,-0.0317118622345879,-0.00699245175031343,-0.0452933759293273,-0.050413150163406,-0.0369630010203831,-0.0278053164980998,-0.0266808317180108,0.0688758955410184,0.0628571979638875,0.0636095565193916,0.0551914532485827,0.00530033358764394,-0.00212189643663879,0.0538494639105461,-0.143358640525919,-0.0462289226396127,0.00161430385006362,-0.0224479163424077,-0.0268639025189962,0.0315791787527925,0.0459905224913812,0.0083441641137084,0.0410657398975178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,40,1,-0.0618947487515104,-0.0403707190267244,-0.0143270129378106,-0.000649387160081504,-0.0865009470421272,-0.0665199329062916,0.0139302080951804,-0.0458148046300732,0.0670664834773609,0.0630070434511531,0.0634873710018101,0.052824105842962,0.00912893461550179,-0.00475738756582748,0.0471515649796857,-0.0539249944006428,NA,-0.00167973611219502,-0.0274653072167027,-0.0202965871849832,0.0314615247402501,0.0438882632732899,0.00596027558612495,0.041008209986336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,41,1,-0.0823641466097566,-0.100661814269392,-0.0244981725270344,0.00384895100074071,-0.0843911678459778,-0.0630899840023889,0.0426268300604137,-0.0134504423491869,0.0651006278136133,0.0589462249738745,0.0620908631664156,0.0524991872364567,0.0117999256433676,-0.00782225849093325,0.0486441021765611,-0.082774692760357,NA,-0.00687032327372019,-0.03381205758829,-0.0252953680222028,0.0317783598092888,0.0428651316036445,0.0026633973649998,0.0396812456068687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,42,1,-0.105595065736475,-0.051933910380709,-0.0490255771156048,0.00269103305722371,-0.0823818543258354,-0.0749120269531754,0.0575851949936377,-0.00686563767873385,0.0638449940075675,0.0584685002731681,0.0600324450416426,0.0507835832833538,0.00813688794576325,-0.0101314398790836,0.0486477537263829,-0.0782952830361145,-0.041688852956352,-0.00234677540608463,-0.0261574354444788,-0.0119854915542494,0.031702050586307,0.0411896130942759,-0.000933826503649558,0.0396367323243982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,43,1,-0.0474764718158349,-0.0259272746404626,-0.0358562261571889,-0.00884063488660172,-0.0732530919390988,-0.0585510807583952,0.0538995546764558,-0.00221226021922989,0.0627649204548029,0.0569356773852554,0.0587470838490519,0.051830469625809,0.0095439820103307,-0.0162038097913985,0.043701450468977,-0.092594164373878,-0.0459105857779283,-0.00483528148797485,-0.0255491229922816,-0.0144458995566246,0.0307178268790101,0.0387986654849631,-2.25917475941166e-18,0.0396453044706611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,44,1,-0.059977488981442,-0.0780451637382988,-0.00978332750712685,-0.0222269159290794,-0.0365781343735023,-0.0386224124794782,0.0486917462473393,-0.00273798479898738,0.0610755470587521,0.0560741405865521,0.0566060366509094,0.0480219144026927,0.0109953852585925,-0.0140925272782245,0.0426609397435251,-0.0410635760589226,-0.0586881962893643,-0.00892974748483527,-0.0315066900254521,-0.00427976360542221,0.0295291587302332,0.0373315936307046,0.00287031193918845,0.0375806502473085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,45,1,-0.0282708799048009,-0.100724433181183,-0.0139005998418881,-0.0120592495471478,-0.0304288174389182,-0.009010335735737,0.0376546410837863,-0.0146176038405194,0.0591951049395508,0.0553796108412905,0.056171264096008,0.0445953196837355,0.00856698492641812,-0.00712694662507251,0.043530283183758,-0.0314799935692271,-0.0412541937242677,-0.00945601055381139,-0.0119777000162819,-0.000503166149994664,0.0284651965658236,0.036742245241227,0.000838673955174378,0.0376042638547336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,46,1,-0.032982134254982,-0.0328733610219325,-0.0403364192090035,-0.0373402499363985,-0.103463497082942,-0.0108338881521926,0.0392737194282261,-0.00082305644782627,0.0589077857271166,0.0543966342815277,0.0544986818432148,0.0440641599795313,0.00955323828095137,0.00230613645187469,0.0365781343735023,-0.061269527353719,-0.0343382416921664,-0.0130464562030666,0.00881445887191662,-0.00380188213709645,0.0281660868011252,0.0350852657582919,0.000414091195015095,0.0363907920341668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,47,1,-0.0319046604596276,-0.0332379793102884,-0.0228557624583819,-0.0125060992532366,-0.0418321884334645,-0.00932457299853523,-0.0292550840640328,-0.0165473141421131,0.0569781435290411,0.0521127828581657,0.0534419211076074,0.0477636548247027,0.00904309859495017,0.00239478279344369,0.0325852681954095,-0.0273813167512061,-0.0258863725987767,-0.0136257634995532,0.0017030363334795,-0.00894687203133415,0.0273325682413487,0.0339060115030703,-0.00355434222687588,0.0361189878009152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,48,1,-0.0329511397468865,-0.020063891597331,-0.0415948725390431,-0.00982738528436176,-0.0219565022864626,-0.0394487950737083,0.0210717215607867,-0.0309241053222662,0.0557788619653242,0.0517044886920485,0.0527918975357531,0.0467351114731824,0.00829229436709679,0.00145238817948669,0.0226403016266992,-0.032992787401633,-0.0251781128328763,-0.00968671264526687,3.18032637262415e-18,-0.00161579654887239,0.0271440156704341,0.0327184755385345,-0.00301210893356475,0.0355155852549672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,49,1,-0.0226979193257207,-0.0313646371346789,-0.0509659014242155,-0.00220844050286188,-0.0432706844122468,-0.0224206589524104,0.0404765328082282,-0.00988657680930253,0.0552197632140428,0.049367253976295,0.0517305371283847,0.0430468266291738,0.0094020660527229,0.00698222924359906,0.0208687075108878,-0.0510192760643376,-0.0263194898170864,-0.00664694162529187,0.011420730366029,-7.62922879715768e-05,0.0270289583143225,0.0310240166471521,-0.00340926703394217,0.0343122953808927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,50,1,-0.0215705419182395,-0.0767890462518662,-0.0499465833957311,-0.0140346184850267,-0.0269414729593322,-0.0275119814400629,0.0423630271748569,-0.0117147412416903,0.0543086061679966,0.0490498796982588,0.0520023892377768,0.0434329547109314,0.00801029205896616,0.00744869164863365,0.0216969557255867,-0.0280266447696886,-0.0274154529565278,-0.00451709609339171,0.013011751322823,-0.000994468707048615,0.0279248938394612,0.0304035363142091,-0.00160085415347073,0.0328824694084398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,51,1,-0.0286817218609778,-0.0115885820683052,-0.03180118494966,-0.004084255748965,-0.0377668141521399,-0.0282658243097047,0.0393615173531449,-0.0323839162472556,0.0530318733376636,0.047899679608101,0.0514528324889911,0.0455603013507036,0.00617805973803716,0.00981697813150718,0.0200169235308516,-0.0183730711833987,-0.0359877009084037,-0.0106394733569191,0.0109728585869691,0.00573206682308671,0.0266522684065092,0.0286667878991291,-0.00776265994298066,0.0319383529076706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,52,1,-0.0171301359894503,-0.00659509136782366,-0.078976290042705,-0.0175389679439942,-0.0417125711609524,-0.0167122662889156,0.0390871356183487,-0.00751443248041446,0.0521653509153868,0.0467919246121233,0.0501291405470613,0.0437786535040614,0.00409075065342934,0.00720998184152586,0.0250552593699074,-0.0652646615995122,-0.0255200483725827,-0.0162479617899194,0.0116564577609676,0.00817634959975955,0.026530872557098,0.0279141323651594,-0.00365468467092048,0.0310635198439711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,53,1,-0.0098853238564372,-0.00874665545123481,-0.0113719304739395,-0.0122886805778197,-0.0283249873168654,-0.0154533476688481,0.0442693679002416,-0.0397773460469522,0.0512771735163636,0.0470204242992089,0.0487511457329606,0.0419585700969987,0.00390024547015309,0.0118105233221159,0.0294917136622799,-0.0349682521174998,-0.0251203481102813,-0.0159413964731285,0.0145884884572355,0.0073665515234646,0.025055826115225,0.0284962300417838,-0.00495026914089606,0.0320976728277515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,54,1,-0.0236167376135576,-0.00398354406698047,-0.0158950454650169,-0.0092498899584526,-0.0342703698009442,-0.0507562967393556,0.0330783747152456,-0.00806166799923965,0.0498726768682506,0.0464870669498037,0.0482589737285414,0.0396308548795606,0.00243847822176296,0.00822977929734763,0.0296239430951375,-0.0326360293337363,-0.0279806795841156,-0.013726214511129,0.0128360588992582,0.00221185253451876,0.024851742633765,0.0276440341022656,-0.0089908854774389,0.0311689931152826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,55,1,-0.0299008547140326,-0.0073720928746939,-0.00180788903614885,-0.0340327668527562,-0.028750309735771,-0.0142380984949616,0.0280543697740577,-0.0493666285527676,0.0492786692716327,0.0456600749388914,0.0484399694286065,0.0355369253108949,-0.000756252678160676,0.0105185092909197,0.0236370371414221,-0.0438715118211438,-0.0300897935529805,-0.0174650620377322,0.0218904146241079,0.000336087539529146,0.0245889601717129,0.0251029189709388,-0.00668590509318759,0.029927556701346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
